"","Event","PCG","Year","Lat","Long","Depth","Duration","Temp","Salinity","Black.Sea.Bass.Abund","Red.Snapper.Abund","Scamp.Abund","Stenotomus.sp.Abund","Tomtate.Abund","Presence_absence","Max.BD.kknn","Mean.BD.kknn","BH.kknn","Max.SD.kknn","Mean.SD.kknn","SS.kknn","SR.kknn"
"4524","2013-75","P05130499324",2013,34.28733,-76.577,25,99,24.9,36.22,60,0,0,0,3,1,53.75,44.6910766988004,"Max Height >0.5 m",30.2011513937033,22.291652395651,">50% Consolidated Sediment > 1 m in diameter","0.3 - 1 m of Relief"
"4525","2013-75","P05130500324",2013,34.29533,-76.58417,25,101,24.9,36.22,79,0,0,0,11,1,40.5554054931355,34.2682790829029,"Max Height >0.5 m",20.5910412430149,15.1128698910489,">50% Consolidated Sediment > 1 m in diameter","<0.3 m of Relief"
"4526","2013-75","P05130501324",2013,34.30083,-76.5835,24,104,24.9,36.22,20,0,0,0,1,1,35.8,29.95,"Max Height >0.5 m",17.2,12,">50% Consolidated Sediment > 1 m in diameter","<0.3 m of Relief"
"4527","2013-75","P05130502324",2013,34.30399,-76.57833,25,104,24.9,36.22,10,0,0,0,1,1,35.8,29.95,"Max Height >0.5 m",17.2,12,">50% Consolidated Sediment > 1 m in diameter","<0.3 m of Relief"
"4528","2013-76","P05130504324",2013,34.26152,-76.80987,28,90,26.63,36.32,30,0,0,0,3,1,1.45424781923592e-08,1.30549804229843e-08,"Max Height >0.5 m",1.03774844381095e-08,7.06998939797003e-09,">50% Consolidated Sediment > 1 m in diameter","<0.3 m of Relief"
"4529","2013-76","P05130505324",2013,34.26551,-76.8161,28,91,26.63,36.32,8,0,0,0,0,1,46.25,39.0625,"Max Height >0.5 m",32.5,21.15625,">50% Consolidated Sediment > 1 m in diameter","<0.3 m of Relief"
"4530","2013-76","P05130506324",2013,34.2614,-76.81777,29,93,26.63,36.32,24,0,0,0,0,1,1.45424781923592e-08,1.30549804229843e-08,"Max Height >0.5 m",1.03774844381095e-08,7.06998939797003e-09,">50% Consolidated Sediment > 1 m in diameter","<0.3 m of Relief"
"4531","2013-76","P05130507324",2013,34.26216,-76.82283,29,94,26.63,36.32,7,0,0,0,0,1,1.45424781923592e-08,1.30549804229843e-08,"Max Height >0.5 m",1.03774844381095e-08,7.06998939797003e-09,">50% Consolidated Sediment > 1 m in diameter","<0.3 m of Relief"
"4532","2013-76","P05130508324",2013,34.26266,-76.82783,28,95,26.63,36.32,31,0,0,0,0,1,1.45424781923592e-08,1.30549804229843e-08,"Max Height >0.5 m",1.03774844381095e-08,7.06998939797003e-09,">50% Consolidated Sediment > 1 m in diameter","<0.3 m of Relief"
"4533","2013-76","P05130509324",2013,34.26666,-76.82817,28,100,26.63,36.32,4,0,0,0,18,1,46.25,39.0625,"Max Height >0.5 m",32.5,21.15625,">50% Consolidated Sediment > 1 m in diameter","<0.3 m of Relief"
"4534","2013-77","P05130511324",2013,33.29112,-78.43139,25,89,22.89,36.07,34,0,0,17,9,1,6.1424907888304e-09,5.30249204847753e-09,"Max height < 0.5 m",2.85249572244831e-09,2.09124686400351e-09,"> 50% consolidated sediment <1 m in diameter","<0.3 m of Relief"
"4535","2013-77","P05130512324",2013,33.29371,-78.43444,24,91,22.89,36.07,5,0,0,0,1,1,6.1424907888304e-09,5.30249204847753e-09,"Max height < 0.5 m",2.85249572244831e-09,2.09124686400351e-09,"> 50% consolidated sediment <1 m in diameter","<0.3 m of Relief"
"4536","2013-77","P05130513324",2013,33.28919,-78.44116,25,91,22.89,36.07,0,0,0,0,0,0,6.1424907888304e-09,5.30249204847753e-09,"Max height < 0.5 m",2.85249572244831e-09,2.09124686400351e-09,"> 50% consolidated sediment <1 m in diameter","<0.3 m of Relief"
"4537","2013-77","P05130514324",2013,33.28532,-78.44357,25,92,22.89,36.07,6,0,0,0,0,1,6.1424907888304e-09,5.30249204847753e-09,"Max height < 0.5 m",2.85249572244831e-09,2.09124686400351e-09,"> 50% consolidated sediment <1 m in diameter","<0.3 m of Relief"
"4538","2013-77","P05130515324",2013,33.28266,-78.44967,25,93,22.89,36.07,22,0,0,0,0,1,2.39749640475717e-09,1.76749734949251e-09,"Max height < 0.5 m",1.27749808428666e-09,9.71248543533012e-10,"> 50% consolidated sediment <1 m in diameter","<0.3 m of Relief"
"4539","2013-77","P05130516324",2013,33.2756,-78.4491,25,96,22.89,36.07,22,0,0,1,0,1,2.09999685088219e-09,2.07374689024616e-09,"Max height < 0.5 m",1.80249729700721e-09,1.49624775625356e-09,"> 50% consolidated sediment <1 m in diameter","<0.3 m of Relief"
"4540","2013-78","P05130518324",2013,33.28,-78.4435,24,88,22.96,36.09,2,0,0,0,0,1,8.5625,5.94117647058824,"Max height < 0.5 m",4.29411764705882,3.26470588235294,"> 50% consolidated sediment <1 m in diameter","<0.3 m of Relief"
"4541","2013-78","P05130519324",2013,33.282,-78.43767,25,92,22.96,36.09,85,0,0,0,0,1,2.39749640475717e-09,1.76749734949251e-09,"Max height < 0.5 m",1.27749808428666e-09,9.71248543533012e-10,"> 50% consolidated sediment <1 m in diameter","<0.3 m of Relief"
"4542","2013-78","P05130520324",2013,33.283,-78.43,25,96,22.96,36.09,7,0,0,0,0,1,2.39749640475717e-09,1.76749734949251e-09,"Max height < 0.5 m",1.27749808428666e-09,9.71248543533012e-10,"> 50% consolidated sediment <1 m in diameter","<0.3 m of Relief"
"4543","2013-78","P05130521324",2013,33.28218,-78.42459,25,100,22.96,36.09,20,0,0,0,0,1,2.39749640475717e-09,1.76749734949251e-09,"Max height < 0.5 m",1.27749808428666e-09,9.71248543533012e-10,"> 50% consolidated sediment <1 m in diameter","<0.3 m of Relief"
"4544","2013-78","P05130522324",2013,33.27987,-78.41785,25,105,22.96,36.09,26,0,0,1,0,1,2.09999685088219e-09,2.07374689024616e-09,"Max height < 0.5 m",1.80249729700721e-09,1.49624775625356e-09,"> 50% consolidated sediment <1 m in diameter","<0.3 m of Relief"
"4545","2013-78","P05130523324",2013,33.27533,-78.424,26,107,22.96,36.09,10,0,0,0,33,1,2.09999685088219e-09,2.07374689024616e-09,"Max height < 0.5 m",1.80249729700721e-09,1.49624775625356e-09,"> 50% consolidated sediment <1 m in diameter","<0.3 m of Relief"
"4546","2013-79","P05130525324",2013,33.27043,-78.42912,24,93,22.92,36.07,21,0,0,0,0,1,3.3249950138968e-09,5.87999118247013e-09,"Max Height >0.5 m",3.25499511886739e-09,2.51999622105863e-09,"> 50% consolidated sediment <1 m in diameter","<0.3 m of Relief"
"4547","2013-79","P05130526324",2013,33.272,-78.436,24,96,22.92,36.07,5,0,0,8,0,1,3.3249950138968e-09,5.87999118247013e-09,"Max Height >0.5 m",3.25499511886739e-09,2.51999622105863e-09,"> 50% consolidated sediment <1 m in diameter","<0.3 m of Relief"
"4548","2013-79","P05130527324",2013,33.26683,-78.44233,24,100,22.92,36.07,18,0,0,58,0,1,3.3599949614115e-09,3.14999527632328e-09,"Max Height >0.5 m",2.51999622105863e-09,1.92499711330867e-09,"> 50% consolidated sediment <1 m in diameter","<0.3 m of Relief"
"4549","2013-80","P05130529324",2013,33.48601,-78.24902,23,92,25.64,35.67,5,0,0,11,28,1,39.2857142857143,34.6428571428571,"Max height < 0.5 m",21.4285714285714,15,"> 50% consolidated sediment <1 m in diameter","<0.3 m of Relief"
"4550","2013-80","P05130530324",2013,33.48213,-78.25097,23,95,25.64,35.67,21,0,0,2,0,1,34.9375,28,"Max Height >0.5 m",24.5,18.78125,">50% Consolidated Sediment > 1 m in diameter","<0.3 m of Relief"
"4551","2013-80","P05130531324",2013,33.47833,-78.24417,23,93,25.64,35.67,18,0,0,1,39,1,34.9375,28,"Max Height >0.5 m",24.5,18.78125,">50% Consolidated Sediment > 1 m in diameter","<0.3 m of Relief"
"4552","2013-80","P05130532324",2013,33.4755,-78.246,23,95,25.64,35.67,148,0,0,1,15,1,34.9375,28,"Max Height >0.5 m",24.5,18.78125,">50% Consolidated Sediment > 1 m in diameter","<0.3 m of Relief"
"4553","2013-80","P05130533324",2013,33.472,-78.24783,24,97,25.64,35.67,114,0,0,0,1,1,8.57498714110227e-09,6.6499900277936e-09,"Max Height >0.5 m",5.72249141865396e-09,4.17374374112835e-09,"> 50% consolidated sediment <1 m in diameter","<0.3 m of Relief"
"4554","2013-80","P05130534324",2013,33.47166,-78.2405,24,94,25.64,35.67,0,0,0,0,0,0,8.57498714110227e-09,6.6499900277936e-09,"Max Height >0.5 m",5.72249141865396e-09,4.17374374112835e-09,">50% Consolidated Sediment > 1 m in diameter","<0.3 m of Relief"
"4555","2013-81","P05130536324",2013,33.43616,-77.02833,86,93,23.24,36.52,0,0,0,0,0,0,40.5,32.5,"Max Height >0.5 m",38.5,30,">50% Consolidated Sediment > 1 m in diameter","0.3 - 1 m of Relief"
"4556","2013-81","P05130537324",2013,33.43277,-77.03628,86,90,23.24,36.52,0,0,0,0,0,0,29.0909090909091,25.9090909090909,"Max Height >0.5 m",22.7272727272727,15.9090909090909,">50% Consolidated Sediment > 1 m in diameter","<0.3 m of Relief"
"4557","2013-81","P05130538324",2013,33.43029,-77.04435,75,93,23.24,36.52,0,0,0,0,0,0,29.0909090909091,25.9090909090909,"Max Height >0.5 m",22.7272727272727,15.9090909090909,">50% Consolidated Sediment > 1 m in diameter","<0.3 m of Relief"
"4558","2013-81","P05130539324",2013,33.42806,-77.04904,77,95,23.24,36.52,0,0,0,0,0,0,29.0909090909091,26.0474649554659,"Max Height >0.5 m",21.8377252862901,15.3226485220727,">50% Consolidated Sediment > 1 m in diameter","<0.3 m of Relief"
"4559","2013-81","P05130540324",2013,33.42596,-77.0525,83,98,23.24,36.52,0,0,0,0,0,0,29.0909090909091,26.3549956189365,"Max Height >0.5 m",19.8607424496978,14.0193042816526,">50% Consolidated Sediment > 1 m in diameter","<0.3 m of Relief"
"4560","2013-81","P05130541324",2013,33.42449,-77.0565,77,99,23.24,36.52,0,0,0,0,0,0,34.1666666666667,26.5321257530861,"Max Height >0.5 m",18.7220487301624,13.2686099035885,">50% Consolidated Sediment > 1 m in diameter","<0.3 m of Relief"
"4561","2013-85","P05130563324",2013,32.86516,-78.24983,48,91,24.09,36.48,0,0,0,0,0,0,15.9090909090909,14.3181818181818,"Max height < 0.5 m",5.90909090909095,4.36363636363639,"> 50% consolidated sediment <1 m in diameter","<0.3 m of Relief"
"4562","2013-85","P05130564324",2013,32.86216,-78.25183,49,92,24.09,36.48,0,0,1,0,0,0,35,27.2727272727273,"Max Height >0.5 m",20.1818181818182,15.5,">50% Consolidated Sediment > 1 m in diameter","<0.3 m of Relief"
"4563","2013-85","P05130565324",2013,32.86016,-78.25333,47,95,24.09,36.48,0,0,0,0,0,0,35,27.2727272727273,"Max Height >0.5 m",20.1818181818182,15.5,">50% Consolidated Sediment > 1 m in diameter","<0.3 m of Relief"
"4564","2013-85","P05130566324",2013,32.86316,-78.25667,47,97,24.09,36.48,0,0,0,0,0,0,35,27.2727272727273,"Max Height >0.5 m",20.1818181818182,15.5,">50% Consolidated Sediment > 1 m in diameter","<0.3 m of Relief"
"4565","2013-85","P05130567324",2013,32.8535,-78.26017,47,98,24.09,36.48,0,0,0,0,0,0,36.25,31.09375,"Max Height >0.5 m",20,14.90625,">50% Consolidated Sediment > 1 m in diameter","<0.3 m of Relief"
"4566","2013-85","P05130568324",2013,32.85333,-78.26783,46,99,24.09,36.48,0,0,0,0,0,0,36.25,31.09375,"Max Height >0.5 m",20,14.90625,">50% Consolidated Sediment > 1 m in diameter","<0.3 m of Relief"
"4567","2013-86","P05130570324",2013,32.79859,-78.31635,48,89,23.63,36.1,0,0,0,0,0,0,4.9874925208452e-09,2.97499553874977e-09,"Max height < 0.5 m",2.88749566996301e-09,1.83749724452191e-09,"> 50% consolidated sediment <1 m in diameter","<0.3 m of Relief"
"4568","2013-86","P05130571324",2013,32.79433,-78.31972,48,93,23.63,36.1,0,0,0,0,0,0,3.41249488268356e-09,2.84374573556963e-09,"Max Height >0.5 m",3.21999517135269e-09,1.92499711330867e-09,"> 50% consolidated sediment <1 m in diameter","<0.3 m of Relief"
"4569","2013-86","P05130572324",2013,32.79059,-78.32421,49,97,23.63,36.1,0,0,0,0,0,0,3.41249488268356e-09,2.84374573556963e-09,"Max Height >0.5 m",3.21999517135269e-09,1.92499711330867e-09,"> 50% consolidated sediment <1 m in diameter","<0.3 m of Relief"
"4570","2013-86","P05130573324",2013,32.78849,-78.33317,46,97,23.63,36.1,0,0,0,0,0,0,3.41249488268356e-09,2.84374573556963e-09,"Max Height >0.5 m",3.21999517135269e-09,1.92499711330867e-09,"> 50% consolidated sediment <1 m in diameter","<0.3 m of Relief"
"4571","2013-86","P05130575324",2013,32.7875,-78.34783,44,96,23.63,36.1,0,0,0,0,0,0,3.41249488268356e-09,2.84374573556963e-09,"Max Height >0.5 m",3.21999517135269e-09,1.92499711330867e-09,"> 50% consolidated sediment <1 m in diameter","<0.3 m of Relief"
"4572","2013-87","P05130578324",2013,32.77498,-78.64959,31,89,24.35,36.32,0,0,0,0,48,0,7.73498840074939e-09,5.31999202223488e-09,"Max height < 0.5 m",7.24498913554355e-09,4.96999254708785e-09,">50% Consolidated Sediment > 1 m in diameter","0.3 - 1 m of Relief"
"4573","2013-87","P05130579324",2013,32.7786,-78.64671,32,91,24.35,36.32,0,0,0,0,3,0,3.67499448904383e-09,3.3949949089262e-09,"Max height < 0.5 m",2.53749619481598e-09,1.88124717891529e-09,"> 50% consolidated sediment <1 m in diameter","<0.3 m of Relief"
"4574","2013-87","P05130580324",2013,32.78249,-78.64517,31,93,24.35,36.32,7,0,0,0,84,1,3.67499448904383e-09,3.89374416101072e-09,"Max Height >0.5 m",2.46749629978657e-09,1.84624723140059e-09,"> 50% consolidated sediment <1 m in diameter","<0.3 m of Relief"
"4575","2013-87","P05130581324",2013,32.78083,-78.64,31,95,24.35,36.32,7,0,0,0,54,1,3.67499448904383e-09,3.89374416101072e-09,"Max Height >0.5 m",2.46749629978657e-09,1.84624723140059e-09,"> 50% consolidated sediment <1 m in diameter","<0.3 m of Relief"
"4576","2013-87","P05130582324",2013,32.78503,-78.63564,34,98,24.35,36.32,1,0,0,0,0,1,3.41249488268356e-09,2.84374573556963e-09,"Max Height >0.5 m",3.21999517135269e-09,1.92499711330867e-09,"> 50% consolidated sediment <1 m in diameter","<0.3 m of Relief"
"4577","2013-88","P05130585324",2013,32.7977,-78.63663,34,92,24.24,36.35,0,0,0,0,0,0,4.9874925208452e-09,2.97499553874977e-09,"Max height < 0.5 m",2.88749566996301e-09,1.83749724452191e-09,"> 50% consolidated sediment <1 m in diameter","<0.3 m of Relief"
"4578","2013-88","P05130586324",2013,32.79083,-78.64233,33,101,24.24,36.35,3,0,0,0,6,1,3.41249488268356e-09,2.84374573556963e-09,"Max Height >0.5 m",3.21999517135269e-09,1.92499711330867e-09,"> 50% consolidated sediment <1 m in diameter","<0.3 m of Relief"
"4579","2013-88","P05130587324",2013,32.78916,-78.6337,35,89,24.24,36.35,0,0,0,0,0,0,3.41249488268356e-09,2.84374573556963e-09,"Max Height >0.5 m",3.21999517135269e-09,1.92499711330867e-09,"> 50% consolidated sediment <1 m in diameter","<0.3 m of Relief"
"4580","2013-89","P05130589324",2013,32.45833,-78.94133,48,94,23.81,36.43,0,0,0,0,0,0,29.520351082986,26.2986557856285,"Max Height >0.5 m",34.029439980935,28.7783533373933,">50% Consolidated Sediment > 1 m in diameter","<0.3 m of Relief"
"4581","2013-89","P05130590324",2013,32.45331,-78.93703,52,96,23.81,36.43,0,0,0,0,0,0,39.9405211340601,36.3897678350898,"Max Height >0.5 m",48.0253736495366,41.1399655979842,">50% Consolidated Sediment > 1 m in diameter","0.3 - 1 m of Relief"
"4582","2013-89","P05130591324",2013,32.45016,-78.943,47,100,23.81,36.43,0,0,0,0,1,0,46.2464242071973,42.49653712697,"Max Height >0.5 m",56.495197145667,48.6207579805382,">50% Consolidated Sediment > 1 m in diameter","0.3 - 1 m of Relief"
"4583","2013-89","P05130592324",2013,32.44766,-78.94633,47,103,23.81,36.43,0,0,0,0,0,0,46.6872913966697,42.3456618599989,"Max Height >0.5 m",57.5803669800051,49.6281979100047,">50% Consolidated Sediment > 1 m in diameter","0.3 - 1 m of Relief"
"4584","2013-89","P05130593324",2013,32.4423,-78.95158,53,106,23.81,36.43,0,0,0,0,0,0,47.9495724398874,41.9001509035691,"Max Height >0.5 m",60.6989436750129,52.5240191267977,">50% Consolidated Sediment > 1 m in diameter","0.3 - 1 m of Relief"
"4585","2013-89","P05130594324",2013,32.44024,-78.956,46,108,23.81,36.43,0,0,0,0,7,0,48.3733570753514,41.7505798557583,"Max Height >0.5 m",61.7459410096921,53.4962309375712,">50% Consolidated Sediment > 1 m in diameter","0.3 - 1 m of Relief"
"4586","2013-90","P05130596324",2013,32.48256,-78.82285,55,90,22.56,36.39,0,0,0,0,0,0,1.0254984621808e-08,9.92248512041834e-09,"Max Height >0.5 m",6.29999055264657e-09,5.03124245523858e-09,">50% Consolidated Sediment > 1 m in diameter","0.3 - 1 m of Relief"
"4587","2013-90","P05130597324",2013,32.48466,-78.824,49,93,22.56,36.39,0,0,0,0,0,0,1.0254984621808e-08,9.92248512041834e-09,"Max Height >0.5 m",6.29999055264657e-09,5.03124245523858e-09,">50% Consolidated Sediment > 1 m in diameter","0.3 - 1 m of Relief"
"4588","2013-90","P05130598324",2013,32.48294,-78.82749,50,96,22.56,36.39,0,0,0,0,0,0,1.0254984621808e-08,9.92248512041834e-09,"Max Height >0.5 m",6.29999055264657e-09,5.03124245523858e-09,">50% Consolidated Sediment > 1 m in diameter","0.3 - 1 m of Relief"
"4589","2013-90","P05130599324",2013,32.48018,-78.83266,54,100,22.56,36.39,0,0,0,0,0,0,1.0254984621808e-08,9.92248512041834e-09,"Max Height >0.5 m",6.29999055264657e-09,5.03124245523858e-09,">50% Consolidated Sediment > 1 m in diameter","0.3 - 1 m of Relief"
"4590","2013-90","P05130600324",2013,32.48466,-78.83183,49,100,22.56,36.39,0,0,0,0,0,0,1.0254984621808e-08,9.92248512041834e-09,"Max Height >0.5 m",6.29999055264657e-09,5.03124245523858e-09,">50% Consolidated Sediment > 1 m in diameter","0.3 - 1 m of Relief"
"4591","2013-90","P05130601324",2013,32.48818,-78.83387,48,102,22.56,36.39,0,0,0,0,0,0,6.91248963415387e-09,5.91499112998483e-09,"Max Height >0.5 m",5.77499133992602e-09,4.5149932293967e-09,">50% Consolidated Sediment > 1 m in diameter","0.3 - 1 m of Relief"
"4592","2013-91","P05130603324",2013,32.48664,-78.8188,51,88,23.06,36.4,0,0,1,0,0,0,6.91248963415387e-09,5.91499112998483e-09,"Max Height >0.5 m",5.77499133992602e-09,4.5149932293967e-09,">50% Consolidated Sediment > 1 m in diameter","0.3 - 1 m of Relief"
"4593","2013-91","P05130604324",2013,32.48716,-78.82283,49,91,23.06,36.4,0,0,0,0,0,0,6.91248963415387e-09,5.91499112998483e-09,"Max Height >0.5 m",5.77499133992602e-09,4.5149932293967e-09,">50% Consolidated Sediment > 1 m in diameter","0.3 - 1 m of Relief"
"4594","2013-91","P05130605324",2013,32.48646,-78.82824,49,95,23.06,36.4,0,1,1,0,0,0,6.91248963415387e-09,5.91499112998483e-09,"Max Height >0.5 m",5.77499133992602e-09,4.5149932293967e-09,">50% Consolidated Sediment > 1 m in diameter","0.3 - 1 m of Relief"
"4595","2013-91","P05130606324",2013,32.48949,-78.82967,50,97,23.06,36.4,0,0,0,0,0,0,6.91248963415387e-09,5.91499112998483e-09,"Max Height >0.5 m",5.77499133992602e-09,4.5149932293967e-09,">50% Consolidated Sediment > 1 m in diameter","0.3 - 1 m of Relief"
"4596","2013-91","P05130607324",2013,32.49283,-78.82033,49,100,23.06,36.4,0,0,1,0,0,0,6.00249099877159e-09,5.53874169420177e-09,"Max Height >0.5 m",4.46249330812465e-09,3.51749472522767e-09,">50% Consolidated Sediment > 1 m in diameter","<0.3 m of Relief"
"4597","2013-91","P05130608324",2013,32.49249,-78.815,51,102,23.06,36.4,0,0,2,0,0,0,6.00249099877159e-09,5.53874169420177e-09,"Max Height >0.5 m",4.46249330812465e-09,3.51749472522767e-09,">50% Consolidated Sediment > 1 m in diameter","<0.3 m of Relief"
"4598","2013-92","P05130610324",2013,32.61333,-78.58033,50,92,24.5,36.41,0,0,0,0,0,0,65,55.5833333333333,"Max Height >0.5 m",54.1666666666667,41.6666666666667,">50% Consolidated Sediment > 1 m in diameter","0.3 - 1 m of Relief"
"4599","2013-92","P05130611324",2013,32.608,-78.58167,47,95,24.5,36.41,0,0,0,0,0,0,65,55.5833333333333,"Max Height >0.5 m",54.1666666666667,41.6666666666667,">50% Consolidated Sediment > 1 m in diameter","0.3 - 1 m of Relief"
"4600","2013-92","P05130612324",2013,32.60233,-78.58133,49,99,24.5,36.41,0,0,0,0,0,0,5.47749178605104e-09,4.38374342621657e-09,"Max height < 0.5 m",4.72499291448492e-09,3.26374510574607e-09,"> 50% consolidated sediment <1 m in diameter","<0.3 m of Relief"
"4601","2013-92","P05130613324",2013,32.59861,-78.57861,49,104,24.5,36.41,0,0,0,0,0,0,5.38999191726428e-09,4.47124329500333e-09,"Max height < 0.5 m",5.0574924158746e-09,3.50874473834899e-09,"> 50% consolidated sediment <1 m in diameter","<0.3 m of Relief"
"4602","2013-92","P05130614324",2013,32.59399,-78.577,51,107,24.5,36.41,0,0,0,0,0,0,3.9374940954041e-09,2.7474958799042e-09,"Max height < 0.5 m",2.92249561747771e-09,1.90749713955132e-09,">50% Consolidated Sediment > 1 m in diameter","<0.3 m of Relief"
"4603","2013-92","P05130615324",2013,32.59036,-78.57796,50,111,24.5,36.41,0,0,0,0,0,0,3.9374940954041e-09,2.7474958799042e-09,"Max height < 0.5 m",2.92249561747771e-09,1.90749713955132e-09,">50% Consolidated Sediment > 1 m in diameter","<0.3 m of Relief"
"4604","2013-93","P05130617324",2013,34.58933,-76.93967,15,116,23.99,35.91,4,0,0,2,4,1,1.6624975069484e-09,9.44998582896985e-10,"Max height < 0.5 m",1.60999758567634e-09,1.0849983729558e-09,"No consolidated sediment","<0.3 m of Relief"
"4605","2013-93","P05130618324",2013,34.59116,-76.94917,16,117,23.99,35.91,7,0,0,2,0,1,1.6624975069484e-09,1.38249792683077e-09,"Max height < 0.5 m",2.04749692961013e-09,1.60999758567634e-09,"No consolidated sediment","<0.3 m of Relief"
"4606","2013-93","P05130619324",2013,34.5862,-76.9502,16,119,23.99,35.91,20,0,0,17,6,1,1.6624975069484e-09,9.44998582896985e-10,"Max height < 0.5 m",1.60999758567634e-09,1.0849983729558e-09,"No consolidated sediment","<0.3 m of Relief"
"4607","2013-93","P05130620324",2013,34.58266,-76.945,16,114,23.99,35.91,0,0,0,0,0,0,3.27249509262474e-09,9.38235294117647,"Max Height >0.5 m",4.52941176470588,3.02941176470588,"> 50% consolidated sediment <1 m in diameter","<0.3 m of Relief"
"4608","2013-93","P05130621324",2013,34.57633,-76.94633,16,115,23.99,35.91,12,0,0,17,0,1,3.27249509262474e-09,9.38235294117647,"Max Height >0.5 m",4.52941176470588,3.02941176470588,"> 50% consolidated sediment <1 m in diameter","<0.3 m of Relief"
"4609","2013-93","P05130622324",2013,34.5785,-76.95433,16,116,23.99,35.91,11,0,0,5,10,1,3.27249509262474e-09,9.38235294117647,"Max Height >0.5 m",4.52941176470588,3.02941176470588,"> 50% consolidated sediment <1 m in diameter","<0.3 m of Relief"
"4610","2013-94","P05130624324",2013,34.44583,-76.9065,23,89,23.86,35.68,15,0,0,0,24,1,35.5,27.9,"Max Height >0.5 m",35.2,26.6,">50% Consolidated Sediment > 1 m in diameter","0.3 - 1 m of Relief"
"4611","2013-94","P05130625324",2013,34.44266,-76.90433,21,87,23.86,35.68,16,0,0,0,3,1,28.1,22.05,"Max Height >0.5 m",24.7,17.7,">50% Consolidated Sediment > 1 m in diameter","<0.3 m of Relief"
"4612","2013-94","P05130626324",2013,34.43911,-76.90118,22,87,23.86,35.68,21,0,0,0,0,1,28.1173478854377,22.0654504604679,"Max Height >0.5 m",24.7455381992743,17.7062343963292,">50% Consolidated Sediment > 1 m in diameter","<0.3 m of Relief"
"4613","2013-94","P05130627324",2013,34.43636,-76.91543,21,90,23.86,35.68,9,0,0,0,36,1,28.381697058059,22.3008864423338,"Max Height >0.5 m",25.4394547774041,17.8012348802398,">50% Consolidated Sediment > 1 m in diameter","<0.3 m of Relief"
"4614","2013-94","P05130628324",2013,34.43113,-76.9031,21,92,23.86,35.68,11,0,0,0,30,1,28.693754132574,22.5788122743237,"Max Height >0.5 m",26.2586045980065,17.9133803913937,">50% Consolidated Sediment > 1 m in diameter","<0.3 m of Relief"
"4615","2013-94","P05130629324",2013,34.42781,-76.90128,22,95,23.86,35.68,8,0,0,0,11,1,28.773344592452,22.6496975276525,"Max Height >0.5 m",26.4675295551864,17.9419832129124,">50% Consolidated Sediment > 1 m in diameter","<0.3 m of Relief"
"4616","2013-95","P05130631324",2013,34.32291,-76.8915,24,87,24.54,35.99,3,0,0,0,0,1,7.08748937172739e-09,6.52749021149214e-09,"Max Height >0.5 m",6.50999023773478e-09,4.48874326876068e-09,">50% Consolidated Sediment > 1 m in diameter","<0.3 m of Relief"
"4617","2013-95","P05130632324",2013,34.31976,-76.89362,24,91,24.54,35.99,19,0,0,0,0,1,7.08748937172739e-09,6.52749021149214e-09,"Max Height >0.5 m",6.50999023773478e-09,4.48874326876068e-09,">50% Consolidated Sediment > 1 m in diameter","<0.3 m of Relief"
"4618","2013-95","P05130633324",2013,34.31783,-76.887,24,91,24.54,35.99,11,0,0,0,0,1,7.08748937172739e-09,6.30874053952524e-09,"Max Height >0.5 m",6.07249089380100e-09,4.05124392482689e-09,">50% Consolidated Sediment > 1 m in diameter","<0.3 m of Relief"
"4619","2013-95","P05130634324",2013,34.31326,-76.89528,25,93,24.54,35.99,30,0,0,0,0,1,6.38749042143332e-09,4.92624261269447e-09,"Max Height >0.5 m",4.30499354430849e-09,2.39749640475717e-09,"> 50% consolidated sediment <1 m in diameter","<0.3 m of Relief"
"4620","2013-95","P05130635324",2013,34.30941,-76.88435,24,93,24.54,35.99,4,0,0,0,0,1,6.82498976536711e-09,5.23249215344812e-09,"Max Height >0.5 m",4.72499291448492e-09,2.60749608984538e-09,"> 50% consolidated sediment <1 m in diameter","<0.3 m of Relief"
"4621","2013-95","P05130636324",2013,34.30701,-76.88975,25,95,24.54,35.99,9,0,0,0,14,1,6.82498976536711e-09,5.23249215344812e-09,"Max Height >0.5 m",4.72499291448492e-09,2.60749608984538e-09,"> 50% consolidated sediment <1 m in diameter","<0.3 m of Relief"
"4622","2013-97","P05130641324",2013,34.45909,-75.90372,76,95,19.54,36.26,0,0,0,0,0,0,10.5555555555556,9.33333333333333,"Max height < 0.5 m",4.11111111111111,3.83333333333333,"> 50% consolidated sediment <1 m in diameter","<0.3 m of Relief"
"4623","2013-97","P05130642324",2013,34.46349,-75.89633,78,95,19.54,36.26,0,0,0,0,0,0,10.5555555555556,9.33333333333333,"Max height < 0.5 m",4.11111111111111,3.83333333333333,"> 50% consolidated sediment <1 m in diameter","<0.3 m of Relief"
"4624","2013-97","P05130643324",2013,34.47111,-75.89213,76,100,19.54,36.26,0,0,0,0,0,0,13.6153846153846,12.0769230769231,"Max height < 0.5 m",10.2307692307692,9.26923076923077,">50% Consolidated Sediment > 1 m in diameter","<0.3 m of Relief"
"4625","2013-97","P05130644324",2013,34.474,-75.89883,70,101,19.54,36.26,0,0,0,0,0,0,13.6153846153846,12.0769230769231,"Max height < 0.5 m",10.2307692307692,9.26923076923077,">50% Consolidated Sediment > 1 m in diameter","<0.3 m of Relief"
