"","Event","PCG","Year","Lat","Long","Depth","Duration","Temp","Salinity","Black.Sea.Bass.Abund","Red.Porgy.Abund","Red.Snapper.Abund","Scamp.Abund","Stenotomus.sp.Abund","Tomtate.Abund","White.Grunt.Abund"
"2640","2009-20","P05090043324",2009,32.58825,-79.15055,35,113,19.53,36.28,0,0,0,0,0,0,0
"2641","2009-20","P05090044324",2009,32.58693,-79.15237,33,108,19.53,36.28,3,1,0,0,0,0,0
"2642","2009-20","P05090045324",2009,32.58848,-79.15525,34,111,19.53,36.28,0,0,0,0,0,0,0
"2643","2009-20","P05090046324",2009,32.5877,-79.1575,33,106,19.53,36.28,0,0,0,0,0,0,0
"2644","2009-21","P05090048324",2009,31.64072,-79.66693,65,91,17.25,36.08,0,0,0,0,0,0,0
"2645","2009-21","P05090049324",2009,31.63907,-79.66319,65,97,17.25,36.08,0,3,0,1,0,0,0
"2646","2009-21","P05090050324",2009,31.63402,-79.65668,69,96,17.25,36.08,0,7,0,0,0,0,0
"2647","2009-21","P05090051324",2009,31.63232,-79.65415,70,94,17.25,36.08,0,0,0,0,0,0,0
"2648","2009-21","P05090052324",2009,31.62905,-79.6615,69,91,17.25,36.08,0,5,0,0,0,0,0
"2649","2009-23","P05090056324",2009,31.51183,-79.71758,69,93,15.4,35.88,0,1,0,0,0,0,0
"2650","2009-23","P05090057324",2009,31.50918,-79.72083,68,96,15.4,35.88,0,10,0,0,0,0,0
"2651","2009-23","P05090058324",2009,31.50262,-79.72183,67,93,15.4,35.88,0,1,0,0,0,0,0
"2652","2009-23","P05090059324",2009,31.49877,-79.7254,67,94,15.4,35.88,0,4,0,0,0,0,0
"2653","2009-23","P05090060324",2009,31.49368,-79.72482,67,97,15.4,35.88,0,0,0,0,0,0,0
"2654","2009-23","P05090061324",2009,31.49,-79.72393,69,99,15.4,35.88,0,0,0,0,0,0,0
"2655","2009-24","P05090063324",2009,30.44553,-80.2039,54,92,23.24,36.35,0,0,0,0,0,0,0
"2656","2009-24","P05090064324",2009,30.44123,-80.20717,49,90,23.24,36.35,0,2,0,0,0,0,0
"2657","2009-24","P05090065324",2009,30.43542,-80.20802,51,94,23.24,36.35,0,0,0,0,0,0,0
"2658","2009-24","P05090066324",2009,30.4301,-80.20948,51,95,23.24,36.35,0,0,0,0,0,0,0
"2659","2009-24","P05090068324",2009,30.4191,-80.2096,60,93,23.24,36.35,0,0,0,0,0,0,0
"2660","2009-25","P05090070324",2009,30.07072,-80.27762,49,92,21.59,36.51,0,0,0,0,0,0,0
"2661","2009-25","P05090071324",2009,30.06652,-80.27763,50,98,21.59,36.51,0,0,0,0,0,0,0
"2662","2009-25","P05090072324",2009,30.0633,-80.27779,50,100,21.59,36.51,0,0,0,0,0,0,0
"2663","2009-25","P05090073324",2009,30.06047,-80.27737,51,100,21.59,36.51,0,0,0,0,0,0,0
"2664","2009-25","P05090074324",2009,30.05537,-80.27837,50,100,21.59,36.51,0,0,0,0,0,0,0
"2665","2009-25","P05090075324",2009,30.04993,-80.2788,51,103,21.59,36.51,0,0,0,0,0,0,0
"2666","2009-26","P05090077324",2009,30.02362,-80.2796,51,92,19.49,36.38,0,3,0,0,0,0,0
"2667","2009-26","P05090078324",2009,30.01963,-80.28049,52,93,19.49,36.38,0,0,0,0,0,0,0
"2668","2009-26","P05090080324",2009,30.01267,-80.28117,53,91,19.49,36.38,0,6,0,0,0,0,0
"2669","2009-26","P05090081324",2009,30.01025,-80.27987,52,93,19.49,36.38,0,1,0,0,0,0,0
"2670","2009-26","P05090082324",2009,30.00798,-80.28001,53,96,19.49,36.38,0,1,0,0,0,0,0
"2671","2009-28","P05090092324",2009,28.96975,-80.18427,50,90,17.94,36.23,0,0,1,0,0,0,0
"2672","2009-28","P05090093324",2009,28.96258,-80.1833,49,91,17.94,36.23,0,0,0,0,0,0,0
"2673","2009-30","P05090100324",2009,27.46312,-80.07345,21,89,20.88,36.44,6,0,0,0,0,0,0
"2674","2009-30","P05090101324",2009,27.45977,-80.07307,21,91,20.88,36.44,4,0,0,0,0,0,0
"2675","2009-30","P05090102324",2009,27.4571,-80.07191,22,88,20.88,36.44,3,0,0,0,0,0,0
"2676","2009-30","P05090103324",2009,27.45452,-80.07095,21,85,20.88,36.44,15,0,0,0,0,0,0
"2677","2009-30","P05090104324",2009,27.45218,-80.07053,21,89,20.88,36.44,12,0,0,0,0,1,0
"2678","2009-30","P05090105324",2009,27.4496,-80.0691,21,89,20.88,36.44,0,0,0,0,0,0,0
"2679","2009-31","P05090107324",2009,27.44098,-80.06765,22,102,20.55,36.4,3,0,0,0,0,0,0
"2680","2009-31","P05090108324",2009,27.43838,-80.0667,23,100,20.55,36.4,3,0,0,0,0,0,0
"2681","2009-31","P05090109324",2009,27.43662,-80.06638,23,100,20.55,36.4,1,0,0,0,0,0,0
"2682","2009-31","P05090110324",2009,27.43472,-80.06588,22,96,20.55,36.4,30,0,0,0,0,1,0
"2683","2009-31","P05090111324",2009,27.43245,-80.0655,24,96,20.55,36.4,6,0,0,0,0,0,0
"2684","2009-31","P05090112324",2009,27.42872,-80.06448,24,96,20.55,36.4,61,0,0,0,0,0,0
"2685","2009-32","P05090114324",2009,27.28087,-80.01707,45,97,17.62,36.21,0,0,0,0,0,0,0
"2686","2009-32","P05090115324",2009,27.27658,-80.01687,45,94,17.62,36.21,8,0,0,0,0,0,0
"2687","2009-32","P05090117324",2009,27.27205,-80.01628,43,98,17.62,36.21,22,0,0,0,0,0,0
"2688","2009-32","P05090118324",2009,27.26868,-80.01566,42,98,17.62,36.21,4,0,0,0,0,0,0
"2689","2009-32","P05090119324",2009,27.26638,-80.0158,41,95,17.62,36.21,0,0,0,0,0,0,0
"2690","2009-33","P05090121324",2009,27.33772,-80.06554,24,86,20.1,36.38,4,0,0,0,0,0,0
"2691","2009-33","P05090122324",2009,27.33587,-80.065,22,88,20.1,36.38,1,0,0,0,0,0,0
"2692","2009-33","P05090123324",2009,27.33282,-80.0644,21,89,20.1,36.38,0,0,0,0,0,0,0
"2693","2009-37","P05090144324",2009,28.95602,-80.18214,51,93,17.13,36.21,0,0,0,0,0,0,0
"2694","2009-37","P05090145324",2009,28.95255,-80.18132,50,97,17.13,36.21,0,0,0,0,0,0,0
"2695","2009-37","P05090146324",2009,28.95023,-80.1811,53,100,17.13,36.21,0,0,0,0,0,0,0
"2696","2009-39","P05090156324",2009,30.52793,-80.45682,35,90,22.82,36.44,0,0,0,0,0,0,0
"2697","2009-39","P05090157324",2009,30.52462,-80.4588,35,85,22.82,36.44,0,0,0,0,0,0,0
"2698","2009-39","P05090158324",2009,30.52255,-80.46217,35,90,22.82,36.44,0,0,0,0,0,0,0
"2699","2009-39","P05090159324",2009,30.51853,-80.46457,34,90,22.82,36.44,0,0,0,0,0,21,0
"2700","2009-39","P05090160324",2009,30.51667,-80.46827,34,93,22.82,36.44,0,0,0,0,0,0,0
"2701","2009-40","P05090163324",2009,30.76212,-80.21598,40,91,23.74,36.41,0,0,0,0,0,0,0
"2702","2009-40","P05090164324",2009,30.75823,-80.21822,40,92,23.74,36.41,0,13,0,0,0,0,0
"2703","2009-40","P05090165324",2009,30.7563,-80.21545,40,90,23.74,36.41,0,0,0,0,0,0,0
"2704","2009-40","P05090166324",2009,30.75343,-80.21539,43,92,23.74,36.41,0,1,0,0,0,0,0
"2705","2009-40","P05090167324",2009,30.75128,-80.2175,40,92,23.74,36.41,0,0,0,0,0,0,0
"2706","2009-40","P05090168324",2009,30.7501,-80.2116,42,91,23.74,36.41,0,2,0,0,0,0,0
"2707","2009-47","P05090205324",2009,31.07005,-80.02942,48,97,24.09,36.39,0,0,0,0,0,0,0
"2708","2009-47","P05090206324",2009,31.06498,-80.03349,48,97,24.09,36.39,0,0,0,0,0,0,0
"2709","2009-47","P05090207324",2009,31.06427,-80.03702,47,100,24.09,36.39,0,0,0,0,0,0,0
"2710","2009-47","P05090208324",2009,31.05803,-80.03665,47,96,24.09,36.39,0,0,0,0,0,0,0
"2711","2009-47","P05090209324",2009,31.0547,-80.03565,48,96,24.09,36.39,0,0,0,0,0,0,0
"2712","2009-47","P05090210324",2009,31.04653,-80.03841,47,96,24.09,36.39,0,0,0,0,0,0,0
"2713","2009-48","P05090212324",2009,31.11805,-79.921,50,58,24.07,36.39,0,0,0,0,0,0,0
"2714","2009-48","P05090213324",2009,31.11625,-79.92253,46,87,24.07,36.39,0,0,0,0,0,0,0
"2715","2009-48","P05090214324",2009,31.11123,-79.9227,48,82,24.07,36.39,0,0,0,0,0,0,0
"2716","2009-48","P05090215324",2009,31.10928,-79.92215,54,89,24.07,36.39,0,0,0,0,0,0,0
"2717","2009-48","P05090216324",2009,31.10603,-79.92352,52,90,24.07,36.39,0,0,0,0,0,0,0
"2718","2009-48","P05090217324",2009,31.1022,-79.92465,53,89,24.07,36.39,0,0,0,0,0,20,0
"2719","2009-51","P05090233324",2009,32.5132,-79.70007,15,107,23.31,35.4,32,0,0,0,10,0,0
"2720","2009-51","P05090234324",2009,32.50997,-79.69945,16,109,23.31,35.4,194,0,0,0,5,0,0
"2721","2009-51","P05090235324",2009,32.50853,-79.70417,15,106,23.31,35.4,155,0,0,0,0,3,0
"2722","2009-51","P05090236324",2009,32.50593,-79.70485,16,110,23.31,35.4,142,0,0,0,2,4,0
"2723","2009-51","P05090237324",2009,32.50425,-79.70779,15,114,23.31,35.4,99,0,0,0,2,0,0
"2724","2009-51","P05090238324",2009,32.50343,-79.71045,16,115,23.31,35.4,90,0,0,0,8,9,0
"2725","2009-52","P05090240324",2009,31.25373,-79.87777,51,88,20.41,36.45,0,0,0,0,0,0,0
"2726","2009-52","P05090241324",2009,31.25888,-79.87643,46,90,20.41,36.45,0,0,0,0,0,0,0
"2727","2009-52","P05090242324",2009,31.25892,-79.87659,52,107,20.41,36.45,0,2,0,0,0,5,0
"2728","2009-52","P05090243324",2009,31.26193,-79.87492,48,99,20.41,36.45,0,1,0,0,0,0,0
"2729","2009-52","P05090244324",2009,31.26607,-79.87341,49,97,20.41,36.45,0,0,0,0,0,5,0
"2730","2009-52","P05090245324",2009,31.26862,-79.87268,48,97,20.41,36.45,0,0,0,0,0,1,0
"2731","2009-54","P05090255324",2009,31.22265,-79.88983,48,90,19.18,36.4,0,0,0,0,0,0,0
"2732","2009-54","P05090256324",2009,31.22637,-79.88744,50,93,19.18,36.4,0,0,0,0,0,0,0
"2733","2009-54","P05090257324",2009,31.22848,-79.88588,50,96,19.18,36.4,0,1,0,0,0,0,0
"2734","2009-54","P05090258324",2009,31.23287,-79.88548,47,96,19.18,36.4,0,0,0,0,0,0,0
"2735","2009-54","P05090259324",2009,31.23485,-79.88485,47,95,19.18,36.4,0,0,0,0,0,0,0
"2736","2009-54","P05090260324",2009,31.23695,-79.88395,47,96,19.18,36.4,0,0,0,0,0,0,0
"2737","2009-58","P05090276324",2009,31.4212,-80.3749,34,95,23.37,36.15,14,3,0,0,76,25,0
"2738","2009-58","P05090277324",2009,31.42377,-80.37222,33,95,23.37,36.15,1,3,0,0,25,42,0
"2739","2009-58","P05090278324",2009,31.42585,-80.36967,32,98,23.37,36.15,5,4,2,0,4,23,0
"2740","2009-58","P05090279324",2009,31.42272,-80.36957,33,100,23.37,36.15,1,3,0,0,3,12,0
"2741","2009-58","P05090280324",2009,31.42408,-80.36691,33,96,23.37,36.15,0,2,0,0,50,26,0
"2742","2009-58","P05090281324",2009,31.42653,-80.36446,33,95,23.37,36.15,5,0,0,0,113,65,0
"2743","2009-59","P05090283324",2009,31.429,-80.35947,33,94,23.51,36.15,2,7,2,1,1,54,1
"2744","2009-59","P05090284324",2009,31.42925,-80.35561,33,94,23.51,36.15,7,6,0,0,0,42,0
"2745","2009-59","P05090285324",2009,31.43558,-80.35668,33,93,23.51,36.15,5,4,0,0,4,30,0
"2746","2009-59","P05090286324",2009,31.43567,-80.34997,33,91,23.51,36.15,6,2,0,0,19,10,0
"2747","2009-59","P05090287324",2009,31.44058,-80.34965,33,91,23.51,36.15,7,1,0,0,47,49,0
"2748","2009-59","P05090288324",2009,31.44065,-80.34465,32,91,23.51,36.15,16,1,0,0,76,44,0
"2749","2009-61","P05090295324",2009,31.68097,-80.3324,28,91,24.43,36.04,33,0,0,0,0,14,0
"2750","2009-61","P05090296324",2009,31.68108,-80.32947,28,90,24.43,36.04,8,0,0,0,0,8,0
"2751","2009-61","P05090297324",2009,31.68295,-80.32778,28,90,24.43,36.04,20,0,0,0,0,12,0
"2752","2009-61","P05090298324",2009,31.68505,-80.3255,28,90,24.43,36.04,35,0,0,0,10,19,0
"2753","2009-61","P05090299324",2009,31.68728,-80.32549,27,92,24.43,36.04,26,0,0,0,0,26,0
"2754","2009-61","P05090300324",2009,31.6886,-80.32387,28,92,24.43,36.04,0,0,0,0,0,0,0
"2755","2009-62","P05090302324",2009,32.26262,-79.17353,49,100,21.33,36.39,0,2,0,0,0,0,0
"2756","2009-62","P05090303324",2009,32.26323,-79.17125,49,103,21.33,36.39,0,0,0,0,0,0,0
"2757","2009-62","P05090304324",2009,32.26558,-79.16991,49,103,21.33,36.39,0,13,0,0,0,5,0
"2758","2009-62","P05090305324",2009,32.26735,-79.16904,49,106,21.33,36.39,0,0,0,0,0,5,0
"2759","2009-62","P05090306324",2009,32.26883,-79.16728,46,110,21.33,36.39,0,2,0,0,0,18,0
"2760","2009-62","P05090307324",2009,32.2717,-79.16531,49,109,21.33,36.39,0,0,0,1,0,1,0
"2761","2009-63","P05090309324",2009,32.34367,-79.04895,47,100,21.3,36.33,0,0,0,0,0,0,0
"2762","2009-63","P05090310324",2009,32.34688,-79.0507,47,105,21.3,36.33,0,0,0,0,0,0,0
"2763","2009-63","P05090311324",2009,32.35087,-79.05003,44,108,21.3,36.33,0,12,0,0,0,0,0
"2764","2009-63","P05090313324",2009,32.35327,-79.04615,45,111,21.3,36.33,0,4,0,0,0,0,0
"2765","2009-63","P05090314324",2009,32.35612,-79.04467,47,112,21.3,36.33,0,1,0,0,0,0,0
"2766","2009-64","P05090316324",2009,32.3516,-79.04881,46,89,20.53,36.37,0,0,0,0,0,0,0
"2767","2009-64","P05090317324",2009,32.34925,-79.04604,51,91,20.53,36.37,0,5,0,0,0,0,0
"2768","2009-64","P05090318324",2009,32.34952,-79.04342,51,98,20.53,36.37,0,7,0,0,0,0,0
"2769","2009-64","P05090319324",2009,32.34978,-79.03526,60,101,20.53,36.37,0,0,0,0,0,0,0
"2770","2009-64","P05090321324",2009,32.35128,-79.03218,55,94,20.53,36.37,0,1,0,0,0,0,0
"2771","2009-68","P05090339324",2009,32.96338,-78.75038,26,87,22.95,36.46,8,1,0,0,120,31,0
"2772","2009-68","P05090340324",2009,32.96198,-78.74699,24,93,22.95,36.46,0,0,0,0,0,0,0
"2773","2009-68","P05090341324",2009,32.95932,-78.75237,25,92,22.95,36.46,7,0,0,0,19,11,0
"2774","2009-68","P05090342324",2009,32.95341,-78.75533,24,93,22.95,36.46,6,0,0,1,7,52,1
"2775","2009-68","P05090343324",2009,32.95128,-78.75657,28,95,22.95,36.46,10,2,0,0,3,17,11
"2776","2009-68","P05090344324",2009,32.94998,-78.7582,27,93,22.95,36.46,1,2,0,0,0,0,0
"2777","2009-69","P05090346324",2009,33.72803,-77.29185,28,95,21.45,36.47,15,3,0,0,37,13,0
"2778","2009-69","P05090347324",2009,33.73178,-77.29189,29,98,21.45,36.47,7,6,0,0,30,18,0
"2779","2009-69","P05090348324",2009,33.73367,-77.28407,30,103,21.45,36.47,0,18,0,0,0,0,1
"2780","2009-69","P05090349324",2009,33.73567,-77.2849,29,106,21.45,36.47,0,14,0,0,0,0,3
"2781","2009-69","P05090350324",2009,33.73985,-77.28508,29,111,21.45,36.47,1,3,0,0,0,2,5
"2782","2009-69","P05090351324",2009,33.73997,-77.28262,29,114,21.45,36.47,0,5,0,0,0,0,8
"2783","2009-70","P05090353324",2009,33.73552,-77.25945,30,89,21.29,36.46,0,5,0,0,0,0,0
"2784","2009-70","P05090354324",2009,33.736,-77.26231,30,86,21.29,36.46,0,0,0,0,0,0,1
"2785","2009-70","P05090355324",2009,33.73817,-77.26318,30,84,21.29,36.46,0,1,0,0,0,0,0
"2786","2009-70","P05090356324",2009,33.74037,-77.26372,30,92,21.29,36.46,0,4,0,0,0,1,1
"2787","2009-70","P05090357324",2009,33.74265,-77.26503,32,96,21.29,36.46,0,0,0,0,0,26,3
"2788","2009-71","P05090360324",2009,33.80935,-77.27337,29,91,22.02,36.49,0,6,0,0,0,0,0
"2789","2009-71","P05090361324",2009,33.81161,-77.27292,29,90,22.02,36.49,0,0,0,0,0,0,0
"2790","2009-71","P05090362324",2009,33.82455,-77.27758,31,89,22.02,36.49,0,2,0,0,1,4,18
"2791","2009-71","P05090363324",2009,33.82125,-77.26808,28,85,22.02,36.49,0,2,0,0,0,0,3
"2792","2009-71","P05090364324",2009,33.83002,-77.26818,30,87,22.02,36.49,0,1,0,0,0,0,0
"2793","2009-71","P05090365324",2009,33.82795,-77.26691,29,88,22.02,36.49,0,1,0,0,0,0,0
"2794","2009-72","P05090367324",2009,33.8528,-77.28578,30,87,22.31,36.52,1,1,0,0,0,11,27
"2795","2009-72","P05090368324",2009,33.85455,-77.28862,29,90,22.31,36.52,0,1,0,0,0,0,10
"2796","2009-72","P05090369324",2009,33.85765,-77.2861,30,94,22.31,36.52,0,9,0,0,0,0,1
"2797","2009-72","P05090370324",2009,33.85818,-77.28886,29,85,22.31,36.52,0,0,0,0,0,0,0
"2798","2009-72","P05090371324",2009,33.86102,-77.28875,29,94,22.31,36.52,0,3,0,0,0,0,2
"2799","2009-72","P05090372324",2009,33.86168,-77.28474,30,97,22.31,36.52,0,6,0,0,0,0,0
"2800","2009-75","P05090376324",2009,34.29502,-76.5838,25,87,22.87,36.48,7,0,0,0,0,8,1
"2801","2009-75","P05090377324",2009,34.29702,-76.58425,24,91,22.87,36.48,34,0,0,0,0,26,0
"2802","2009-75","P05090378324",2009,34.30012,-76.58362,24,94,22.87,36.48,34,0,0,0,0,13,1
"2803","2009-75","P05090379324",2009,34.30173,-76.58158,24,98,22.87,36.48,11,0,0,0,0,63,2
"2804","2009-75","P05090380324",2009,34.30507,-76.57845,25,99,22.87,36.48,0,0,0,0,0,0,0
"2805","2009-80","P05090386324",2009,34.31333,-76.89716,24,89,22.84,36.49,7,0,0,0,0,3,0
"2806","2009-80","P05090387324",2009,34.31713,-76.89788,24,88,22.84,36.49,9,0,0,0,1,3,0
"2807","2009-80","P05090388324",2009,34.31903,-76.89788,24,90,22.84,36.49,9,0,0,0,0,0,0
"2808","2009-80","P05090389324",2009,34.32105,-76.8965,24,88,22.84,36.49,8,0,0,0,0,10,1
"2809","2009-80","P05090390324",2009,34.3232,-76.8968,24,91,22.84,36.49,12,0,0,0,0,22,2
"2810","2009-80","P05090391324",2009,34.3258,-76.89249,26,91,22.84,36.49,4,0,0,1,0,5,5
"2811","2009-81","P05090393324",2009,34.28277,-76.83311,27,92,22.57,36.45,0,0,0,0,0,0,0
"2812","2009-81","P05090394324",2009,34.28305,-76.8274,26,93,22.57,36.45,0,0,0,0,0,0,0
"2813","2009-81","P05090395324",2009,34.2818,-76.8254,27,96,22.57,36.45,0,2,0,0,0,0,1
"2814","2009-81","P05090396324",2009,34.27453,-76.82101,26,96,22.57,36.45,0,0,0,0,0,0,0
"2815","2009-81","P05090397324",2009,34.27438,-76.81695,27,95,22.57,36.45,10,0,0,0,0,0,2
"2816","2009-81","P05090398324",2009,34.26997,-76.81765,27,98,22.57,36.45,0,0,0,0,0,0,1
"2817","2009-82","P05090400324",2009,33.96873,-76.78477,34,89,22.47,36.46,0,2,0,0,0,0,0
"2818","2009-82","P05090401324",2009,33.9658,-76.7833,34,89,22.47,36.46,0,15,0,0,0,0,0
"2819","2009-82","P05090402324",2009,33.96487,-76.77675,35,86,22.47,36.46,0,0,0,0,0,0,0
"2820","2009-82","P05090403324",2009,33.9618,-76.76902,36,88,22.47,36.46,0,1,0,0,0,0,0
"2821","2009-82","P05090404324",2009,33.95455,-76.7657,36,89,22.47,36.46,0,1,0,0,0,18,0
"2822","2009-82","P05090405324",2009,33.95093,-76.76064,37,89,22.47,36.46,0,0,0,0,0,0,0
"2823","2009-84","P05090408324",2009,33.94335,-76.7582,36,95,22.94,36.52,0,7,0,0,0,0,0
"2824","2009-84","P05090409324",2009,33.94113,-76.75865,37,97,22.94,36.52,0,12,0,0,0,1,0
"2825","2009-84","P05090410324",2009,33.93767,-76.75784,36,98,22.94,36.52,0,2,0,0,0,3,0
"2826","2009-84","P05090411324",2009,33.93513,-76.75777,37,100,22.94,36.52,0,9,0,0,0,0,0
"2827","2009-84","P05090412324",2009,33.92907,-76.75587,37,99,22.94,36.52,0,3,0,0,0,0,0
"2828","2009-84","P05090413324",2009,33.92652,-76.75588,36,100,22.94,36.52,0,4,0,0,0,1,0
"2829","2009-88","P05090418324",2009,33.78668,-76.83997,37,94,23.73,36.49,0,2,0,0,0,0,0
"2830","2009-88","P05090419324",2009,33.7794,-76.83672,39,92,23.73,36.49,0,0,0,0,0,0,0
"2831","2009-88","P05090420324",2009,33.7795,-76.84355,39,92,23.73,36.49,0,1,0,0,0,0,0
"2832","2009-88","P05090421324",2009,33.7757,-76.84673,39,91,23.73,36.49,0,0,0,0,0,0,0
"2833","2009-89","P05090425324",2009,33.89,-77.22612,26,87,21.69,36.47,0,0,0,0,0,0,0
"2834","2009-89","P05090426324",2009,33.88733,-77.22572,26,89,21.69,36.47,0,0,0,0,0,0,0
"2835","2009-89","P05090427324",2009,33.88253,-77.23233,27,72,21.69,36.47,0,0,0,0,0,0,0
"2836","2009-93","P05090432324",2009,34.59318,-76.9504,15,102,23.71,36.42,2,0,0,0,6,0,0
"2837","2009-93","P05090433324",2009,34.59315,-76.95045,15,100,23.71,36.42,0,0,0,0,0,0,0
"2838","2009-93","P05090434324",2009,34.58847,-76.95197,15,101,23.71,36.42,27,0,0,0,5,72,0
"2839","2009-93","P05090435324",2009,34.58703,-76.94698,14,113,23.71,36.42,28,0,0,0,45,17,0
"2840","2009-93","P05090436324",2009,34.58498,-76.94727,15,117,23.71,36.42,45,0,0,0,0,21,0
"2841","2009-93","P05090437324",2009,34.59527,-76.94894,15,119,23.71,36.42,5,0,0,0,7,0,0
"2842","2009-95","P05090439324",2009,34.32212,-76.89125,22,92,24.01,36.4,2,0,0,0,0,0,0
"2843","2009-95","P05090440324",2009,34.31989,-76.8903,23,92,24.01,36.4,5,0,0,0,0,0,1
"2844","2009-95","P05090441324",2009,34.31892,-76.88527,22,91,24.01,36.4,18,0,0,0,0,21,1
"2845","2009-95","P05090442324",2009,34.31463,-76.8872,23,90,24.01,36.4,13,0,0,0,0,0,0
"2846","2009-95","P05090443324",2009,34.31287,-76.89105,23,91,24.01,36.4,17,0,0,0,0,0,0
"2847","2009-95","P05090444324",2009,34.30992,-76.89265,23,91,24.01,36.4,15,0,0,0,0,16,0
"2848","2009-97","P05090446324",2009,34.2741,-76.82405,25,97,24.29,36.43,15,0,0,0,0,0,0
"2849","2009-97","P05090447324",2009,34.26822,-76.81873,26,94,24.29,36.43,0,0,0,0,0,0,1
"2850","2009-97","P05090448324",2009,34.26387,-76.81181,26,92,24.29,36.43,2,0,0,0,0,0,2
"2851","2009-97","P05090449324",2009,34.26012,-76.80843,26,89,24.29,36.43,0,0,0,0,0,0,4
"2852","2009-97","P05090450324",2009,34.25663,-76.80765,26,87,24.29,36.43,0,0,0,0,0,0,0
"2853","2009-97","P05090451324",2009,34.25255,-76.80515,26,86,24.29,36.43,13,0,0,0,0,61,0
"2854","2009-98","P05090453324",2009,34.38757,-76.58695,19,92,23.44,36.4,20,0,0,0,0,29,0
"2855","2009-98","P05090454324",2009,34.38707,-76.58311,17,92,23.44,36.4,65,0,0,0,0,0,0
"2856","2009-98","P05090455324",2009,34.38855,-76.57954,21,90,23.44,36.4,81,0,0,0,0,79,0
"2857","2009-98","P05090456324",2009,34.38863,-76.57608,19,85,23.44,36.4,28,0,0,0,0,65,0
"2858","2009-98","P05090457324",2009,34.38845,-76.56709,17,82,23.44,36.4,31,0,0,0,0,1,0
"2859","2009-98","P05090458324",2009,34.38943,-76.56325,18,67,23.44,36.4,71,0,0,0,0,9,0
"2860","2009-99","P05090460324",2009,34.28235,-76.58352,26,92,23.71,36.51,23,0,0,0,0,0,2
"2861","2009-99","P05090461324",2009,34.27993,-76.5859,27,93,23.71,36.51,11,0,0,0,0,0,0
"2862","2009-99","P05090462324",2009,34.27722,-76.58498,24,90,23.71,36.51,3,0,0,0,0,4,4
"2863","2009-100","P05090467324",2009,34.23105,-76.40452,29,92,23.19,36.5,2,0,0,0,0,0,0
"2864","2009-100","P05090468324",2009,34.23153,-76.40055,28,89,23.19,36.5,6,2,0,0,0,0,1
"2865","2009-100","P05090471324",2009,34.23987,-76.39423,27,90,23.19,36.5,0,0,0,0,0,0,0
"2866","2009-104","P05090481324",2009,33.94152,-76.50573,40,99,21.62,36.48,0,0,0,0,0,0,0
"2867","2009-104","P05090482324",2009,33.93948,-76.50832,41,101,21.62,36.48,0,0,0,0,0,0,0
"2868","2009-104","P05090483324",2009,33.93747,-76.51072,40,102,21.62,36.48,0,0,0,0,0,0,0
"2869","2009-104","P05090484324",2009,33.93768,-76.52143,39,103,21.62,36.48,0,0,0,0,0,0,0
"2870","2009-104","P05090485324",2009,33.93827,-76.51628,39,105,21.62,36.48,0,0,0,0,0,0,0
"2871","2009-104","P05090486324",2009,33.94227,-76.51501,39,107,21.62,36.48,0,0,0,0,0,0,0
"2872","2009-113","P05090503324",2009,32.85543,-78.25391,46,99,17.93,36.25,0,0,0,0,0,0,0
"2873","2009-113","P05090504324",2009,32.85323,-78.25488,46,94,17.93,36.25,0,0,0,0,0,0,0
"2874","2009-113","P05090505324",2009,32.85508,-78.26178,45,97,17.93,36.25,0,0,0,0,0,1,0
"2875","2009-113","P05090506324",2009,32.85248,-78.2626,46,96,17.93,36.25,0,1,0,0,0,0,0
"2876","2009-113","P05090507324",2009,32.85342,-78.26545,45,94,17.93,36.25,0,0,0,0,0,0,0
"2877","2009-113","P05090508324",2009,32.8535,-78.26908,45,98,17.93,36.25,0,2,0,0,0,0,0
"2878","2009-128","P05090510324",2009,32.58662,-79.1592,33,96,22.75,36.41,0,0,0,0,12,0,0
"2879","2009-128","P05090511324",2009,32.58358,-79.1569,32,90,22.75,36.41,5,0,0,0,0,0,0
"2880","2009-128","P05090512324",2009,32.58885,-79.15283,33,89,22.75,36.41,2,3,0,0,0,0,0
"2881","2009-128","P05090513324",2009,32.59142,-79.14888,31,89,22.75,36.41,67,1,0,0,0,0,0
"2882","2009-128","P05090514324",2009,32.58687,-79.14657,32,92,22.75,36.41,2,10,0,0,0,0,0
"2883","2009-128","P05090515324",2009,32.58783,-79.1436,32,89,22.75,36.41,6,3,0,0,0,0,0
"2884","2009-129","P05090517324",2009,32.66677,-78.56152,46,101,22.59,36.52,0,0,0,0,0,0,0
"2885","2009-129","P05090518324",2009,32.67297,-78.56043,43,108,22.59,36.52,0,0,0,0,0,0,0
"2886","2009-129","P05090519324",2009,32.68324,-78.55389,48,111,22.59,36.52,0,0,0,0,0,0,0
"2887","2009-129","P05090520324",2009,32.6958,-78.54607,45,111,22.59,36.52,0,0,0,0,0,0,0
"2888","2009-129","P05090521324",2009,32.70057,-78.54391,48,115,22.59,36.52,0,0,0,0,0,0,0
"2889","2009-129","P05090522324",2009,32.70508,-78.54012,47,119,22.59,36.52,0,0,0,0,0,0,0
"2890","2009-130","P05090524324",2009,32.71589,-78.52544,45,90,21.83,36.57,0,4,0,3,0,0,0
"2891","2009-130","P05090525324",2009,32.71897,-78.52277,44,89,21.83,36.57,0,0,0,1,0,1,0
