Event,PCG,PID,Year,Date,Lat,Long,Depth,Duration,Source,Light.Phase,Temp,Salinity,Oxygen,CHLA,Bank.Sea.Bass.Abund,Black.Sea.Bass.Abund,Gag.Abund,Gray.Triggerfish.Abund,Honeycomb.Moray.Abund,Knobbed.Porgy.Abund,Pinfish.Abund,Planehead.Filefish.Abund,Red.Grouper.Abund,Red.Porgy.Abund,Red.Snapper.Abund,Reticulate.Moray.Abund,Sand.Perch.Abund,Scamp.Abund,Snowy.Grouper.Abund,Spotfin.Butterflyfish.Abund,Spottail.Pinfish.Abund,Spotted.Moray.Abund,Stenotomus.sp.Abund,Tomtate.Abund,Vermilion.Snapper.Abund,White.Grunt.Abund,Whitebone.Porgy.Abund,Bank.Sea.Bass.Bio,Black.Sea.Bass.Bio,Gag.Bio,Gray.Triggerfish.Bio,Honeycomb.Moray.Bio,Knobbed.Porgy.Bio,Pinfish.Bio,Planehead.Filefish.Bio,Red.Grouper.Bio,Red.Porgy.Bio,Red.Snapper.Bio,Reticulate.Moray.Bio,Sand.Perch.Bio,Scamp.Bio,Snowy.Grouper.Bio,Spotfin.Butterflyfish.Bio,Spottail.Pinfish.Bio,Spotted.Moray.Bio,Stenotomus.sp.Bio,Tomtate.Bio,Vermilion.Snapper.Bio,White.Grunt.Bio,Whitebone.Porgy.Bio
2013-35,P05130236324,P05,2013,2013-06-18 20:41:00,32.55417,-79.35729,24,98,SERFS,Day,21.73,36.23,NA,NA,0,18,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6250,0,0,0,0,0,200,0,750,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-35,P05130237324,P05,2013,2013-06-18 20:45:00,32.54989,-79.36076,26,100,SERFS,Day,21.73,36.23,NA,NA,2,63,0,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,300,24550,0,2750,0,0,0,0,0,850,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-36,P05130239324,P05,2013,2013-06-24 10:48:00,32.68366,-78.55383,47,96,SERFS,Day,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,4,6,0,0,0,0,0,0,0,0,0,0,0,950,0,0,0,0,0,0,0,0,0,700,3400,0,0
2013-36,P05130240324,P05,2013,2013-06-24 10:59:00,32.67269,-78.56025,46,95,SERFS,Day,NA,NA,NA,NA,0,0,0,1,0,1,0,0,0,20,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2400,0,1175,0,0,0,12085,0,0,0,0,0,0,0,0,0,0,1550,0,0
2013-36,P05130241324,P05,2013,2013-06-24 11:04:00,32.66695,-78.56036,47,98,SERFS,Day,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,845,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-36,P05130242324,P05,2013,2013-06-24 11:10:00,32.65879,-78.56231,48,100,SERFS,Day,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2225,0,0,0,0,0,0,0,0,0
2013-36,P05130243324,P05,2013,2013-06-24 11:17:00,32.64883,-78.56233,61,103,SERFS,Day,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6265,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-36,P05130244324,P05,2013,2013-06-24 11:22:00,32.64833,-78.5545,75,104,SERFS,Day,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,190,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-37,P05130246324,P05,2013,2013-06-24 16:10:00,32.84366,-78.26733,46,92,SERFS,Day,20.04,36.32,3.97,0.71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-37,P05130247324,P05,2013,2013-06-24 16:15:00,32.84459,-78.26008,50,95,SERFS,Day,20.04,36.32,3.97,0.71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-37,P05130248324,P05,2013,2013-06-24 16:21:00,32.84944,-78.26427,47,97,SERFS,Day,20.04,36.32,3.97,0.71,0,0,0,10,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14285,0,0,0,0,0,6995,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-37,P05130249324,P05,2013,2013-06-24 16:26:00,32.84996,-78.25792,47,101,SERFS,Day,20.04,36.32,3.97,0.71,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-37,P05130250324,P05,2013,2013-06-24 16:30:00,32.85316,-78.2545,49,104,SERFS,Day,20.04,36.32,3.97,0.71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-37,P05130251324,P05,2013,2013-06-24 16:34:00,32.856,-78.2515,51,107,SERFS,Day,20.04,36.32,3.97,0.71,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2125,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-39,P05130260324,P05,2013,2013-06-25 11:17:00,33.76466,-76.62033,110,92,SERFS,Day,19.52,36.47,NA,NA,0,0,0,0,0,0,0,0,0,6,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6650,0,0,0,0,3285,0,0,0,0,0,0,0,0
2013-39,P05130261324,P05,2013,2013-06-25 11:24:00,33.76165,-76.62993,91,95,SERFS,Day,19.52,36.47,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-39,P05130262324,P05,2013,2013-06-25 11:28:00,33.75749,-76.63183,100,103,SERFS,Day,19.52,36.47,NA,NA,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,850,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-39,P05130263324,P05,2013,2013-06-25 11:33:00,33.75516,-76.63833,89,105,SERFS,Day,19.52,36.47,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-39,P05130264324,P05,2013,2013-06-25 11:37:00,33.75133,-76.64267,100,110,SERFS,Day,19.52,36.47,NA,NA,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2495,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-39,P05130265324,P05,2013,2013-06-25 11:42:00,33.7482,-76.64917,84,114,SERFS,Day,19.52,36.47,NA,NA,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1150,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-41,P05130274324,P05,2013,2013-06-25 19:17:00,33.93933,-76.50883,41,92,SERFS,Day,25.48,36.29,NA,NA,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-41,P05130275324,P05,2013,2013-06-25 19:23:00,33.94483,-76.51,41,93,SERFS,Day,25.48,36.29,NA,NA,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5635,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-41,P05130276324,P05,2013,2013-06-25 19:27:00,33.9425,-76.51483,40,97,SERFS,Day,25.48,36.29,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-41,P05130277324,P05,2013,2013-06-25 19:31:00,33.93804,-76.51651,40,101,SERFS,Day,25.48,36.29,NA,NA,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-41,P05130278324,P05,2013,2013-06-25 19:37:00,33.9431,-76.5194,40,103,SERFS,Day,25.48,36.29,NA,NA,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5815,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-41,P05130279324,P05,2013,2013-06-25 19:46:00,33.93667,-76.52059,40,102,SERFS,Day,25.48,36.29,NA,NA,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1960,0,0,0,0,0,590,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-42,P05130281324,P05,2013,2013-06-26 10:53:00,33.941,-76.75917,38,95,SERFS,Day,26.45,36.22,NA,NA,4,0,0,1,0,0,0,0,0,10,0,0,5,0,0,0,0,0,0,0,3,0,0,575,0,0,655,0,0,0,0,0,6375,0,0,765,0,0,0,0,0,0,0,1005,0,0
2013-42,P05130282324,P05,2013,2013-06-26 11:01:00,33.95147,-76.7596,38,97,SERFS,Day,26.45,36.22,NA,NA,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1320,0,0,350,0,0,0,0,0,0,0,0,0,0
2013-42,P05130283324,P05,2013,2013-06-26 11:05:00,33.95495,-76.76567,37,100,SERFS,Day,26.45,36.22,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-42,P05130284324,P05,2013,2013-06-26 11:10:00,33.96185,-76.76913,37,103,SERFS,Day,26.45,36.22,NA,NA,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1250,0,0,0,0,0,0,0,0,0,0,580,0,0
2013-42,P05130285324,P05,2013,2013-06-26 11:15:00,33.96833,-76.77717,35,106,SERFS,Day,26.45,36.22,NA,NA,2,0,0,1,0,0,0,0,0,10,0,0,4,0,0,0,0,0,0,0,0,0,0,345,0,0,1000,0,0,0,0,0,2420,0,0,710,0,0,0,0,0,0,0,0,0,0
2013-42,P05130286324,P05,2013,2013-06-26 11:20:00,33.96899,-76.78483,35,106,SERFS,Day,26.45,36.22,NA,NA,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-43,P05130288324,P05,2013,2013-07-16 10:47:00,33.813,-77.64633,20,90,SERFS,Day,21.41,36.2,NA,NA,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,5,0,0,0,0,1200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1950,895,0,0,0
2013-43,P05130289324,P05,2013,2013-07-16 10:54:00,33.81614,-77.63905,22,89,SERFS,Day,21.41,36.2,NA,NA,1,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,19,14,0,0,0,500,4070,0,0,0,0,0,0,0,0,0,0,0,0,0,0,805,0,1720,1960,0,0,0
2013-43,P05130290324,P05,2013,2013-07-16 10:58:00,33.81069,-77.64239,21,93,SERFS,Day,21.41,36.2,NA,NA,0,28,0,0,0,0,0,0,0,3,0,0,0,0,0,0,2,0,2,7,0,2,0,0,7245,0,0,0,0,0,0,0,2125,0,0,0,0,0,0,815,0,430,1015,0,1605,0
2013-43,P05130291324,P05,2013,2013-07-16 11:06:00,33.81299,-77.63665,21,90,SERFS,Day,21.41,36.2,NA,NA,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,450,0,0,0
2013-43,P05130292324,P05,2013,2013-07-16 11:11:00,33.80716,-77.63717,21,92,SERFS,Day,21.41,36.2,NA,NA,1,35,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,1,0,1,0,600,8690,0,0,0,0,0,0,0,1250,0,0,0,0,0,0,0,0,600,650,0,1650,0
2013-43,P05130293324,P05,2013,2013-07-16 11:17:00,33.79716,-77.6345,21,96,SERFS,Day,21.41,36.2,NA,NA,0,19,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,61,9,0,0,0,0,3300,0,0,0,0,0,0,0,0,0,0,1020,0,0,0,0,0,5765,1500,0,0,0
2013-44,P05130295324,P05,2013,2013-07-16 13:57:00,33.78316,-77.497,26,89,SERFS,Day,21.95,36.27,NA,NA,0,36,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,9937,0,0,0,0,0,0,0,1550,0,0,0,0,0,0,0,0,0,0,0,1315,0
2013-44,P05130296324,P05,2013,2013-07-16 14:02:00,33.77703,-77.49721,29,92,SERFS,Day,21.95,36.27,NA,NA,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,1765,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,185,0,680,0
2013-44,P05130297324,P05,2013,2013-07-16 14:06:00,33.77609,-77.49278,25,93,SERFS,Day,21.95,36.27,NA,NA,4,44,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,1,0,505,15605,0,615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1295,0,757,0
2013-44,P05130298324,P05,2013,2013-07-16 14:10:00,33.77473,-77.48675,27,96,SERFS,Day,21.95,36.27,NA,NA,2,49,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,270,9780,0,1695,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1625,0,0,0
2013-44,P05130300324,P05,2013,2013-07-16 14:17:00,33.77433,-77.4785,34,99,SERFS,Day,21.95,36.27,NA,NA,2,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,350,4925,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,687,0,0,0
2013-45,P05130302324,P05,2013,2013-07-16 17:24:00,33.74234,-77.27658,32,92,SERFS,Day,21.93,36.4,NA,NA,5,6,0,0,0,0,0,0,0,11,0,0,2,0,0,0,0,0,19,6,1,1,0,750,1235,0,0,0,0,0,0,0,5860,0,0,500,0,0,0,0,0,2550,760,250,665,0
2013-45,P05130303324,P05,2013,2013-07-16 17:34:00,33.74316,-77.2635,33,90,SERFS,Day,21.93,36.4,NA,NA,4,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,700,3545,0,0,0,0,0,0,0,625,0,0,0,0,0,0,0,0,0,0,0,1865,0
2013-45,P05130304324,P05,2013,2013-07-16 17:42:00,33.74568,-77.25964,34,87,SERFS,Day,21.93,36.4,NA,NA,3,9,0,2,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,13,0,0,0,350,3815,0,1200,0,0,0,0,0,4240,0,0,0,0,0,0,0,0,0,1600,0,0,0
2013-45,P05130305324,P05,2013,2013-07-16 17:48:00,33.73816,-77.26083,32,89,SERFS,Day,21.93,36.4,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-45,P05130306324,P05,2013,2013-07-16 17:54:00,33.74033,-77.25533,32,88,SERFS,Day,21.93,36.4,NA,NA,3,5,0,0,0,0,0,0,0,5,0,0,1,0,0,0,0,0,0,6,0,1,0,300,1300,0,0,0,0,0,0,0,2350,0,0,300,0,0,0,0,0,0,630,0,500,0
2013-46,P05130309324,P05,2013,2013-07-16 20:54:00,33.88835,-77.23837,31,93,SERFS,Day,23.33,36.36,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-46,P05130310324,P05,2013,2013-07-16 20:59:00,33.88435,-77.23604,27,92,SERFS,Day,23.33,36.36,NA,NA,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,400,350,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,450,0,2300,0
2013-46,P05130311324,P05,2013,2013-07-16 21:04:00,33.87966,-77.23517,29,93,SERFS,Day,23.33,36.36,NA,NA,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,88,7,0,0,100,300,0,0,0,0,0,0,0,0,0,0,250,0,0,0,0,0,0,8790,1550,0,0
2013-48,P05130317324,P05,2013,2013-07-17 11:03:00,33.77568,-76.84696,39,90,SERFS,Day,27.37,36.2,NA,NA,0,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,4950,6385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2585,0
2013-48,P05130318324,P05,2013,2013-07-17 11:10:00,33.7795,-76.8435,40,88,SERFS,Day,27.37,36.2,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-48,P05130319324,P05,2013,2013-07-17 11:15:00,33.77966,-76.83633,40,89,SERFS,Day,27.37,36.2,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-48,P05130320324,P05,2013,2013-07-17 11:21:00,33.78633,-76.83967,39,90,SERFS,Day,27.37,36.2,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-50,P05130323324,P05,2013,2013-07-17 16:40:00,33.63866,-76.94233,40,91,SERFS,Day,27.46,36.17,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-50,P05130324324,P05,2013,2013-07-17 16:46:00,33.63983,-76.93917,40,90,SERFS,Day,27.46,36.17,NA,NA,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3670,0,0,0,0,0,600,0,0,0,0,0,0,0,0,0,0,0,1285,0
2013-50,P05130325324,P05,2013,2013-07-17 16:51:00,33.64166,-76.93683,40,91,SERFS,Day,27.46,36.17,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-50,P05130326324,P05,2013,2013-07-17 16:55:00,33.64316,-76.9335,39,92,SERFS,Day,27.46,36.17,NA,NA,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-50,P05130327324,P05,2013,2013-07-17 16:59:00,33.6435,-76.9285,40,95,SERFS,Day,27.46,36.17,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1050,0
2013-50,P05130328324,P05,2013,2013-07-17 17:06:00,33.64771,-76.91765,41,95,SERFS,Day,27.46,36.17,NA,NA,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4450,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-51,P05130330324,P05,2013,2013-07-17 20:59:00,33.47116,-77.09367,42,91,SERFS,Day,25.86,36.39,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-51,P05130331324,P05,2013,2013-07-17 21:02:00,33.46924,-77.09139,41,93,SERFS,Day,25.86,36.39,NA,NA,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1650,0,0,0,0,0,1785,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-51,P05130332324,P05,2013,2013-07-17 21:05:00,33.46754,-77.08961,41,95,SERFS,Day,25.86,36.39,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2135,0,0,0,0,0,0,0,1235,0
2013-51,P05130333324,P05,2013,2013-07-17 21:11:00,33.46942,-77.08824,40,94,SERFS,Day,25.86,36.39,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-51,P05130334324,P05,2013,2013-07-17 21:15:00,33.47366,-77.08817,39,96,SERFS,Day,25.86,36.39,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-51,P05130335324,P05,2013,2013-07-17 21:19:00,33.47378,-77.08405,40,97,SERFS,Day,25.86,36.39,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-54,P05130351324,P05,2013,2013-07-25 22:09:00,32.96132,-78.748,28,81,SERFS,Day,20.71,36.28,NA,NA,1,48,0,1,0,0,0,0,0,2,0,0,0,0,0,0,2,0,1,0,3,1,0,955,23020,0,1890,0,0,0,0,0,2375,0,0,0,0,0,0,1220,0,870,0,1600,1085,0
2013-54,P05130352324,P05,2013,2013-07-25 22:12:00,32.95933,-78.7525,25,85,SERFS,Day,20.71,36.28,NA,NA,5,43,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,1,1,8,0,0,0,1455,17300,0,0,0,0,0,0,0,2400,0,0,0,0,0,0,800,2925,700,1600,0,0,0
2013-54,P05130353324,P05,2013,2013-07-25 22:15:00,32.956,-78.75283,26,88,SERFS,Day,20.71,36.28,NA,NA,5,28,0,1,0,0,0,0,0,5,0,0,0,0,0,0,8,0,4,9,1,2,0,1155,13715,0,1215,0,0,0,0,0,4360,0,0,0,0,0,0,2350,0,850,1585,700,2680,0
2013-54,P05130354324,P05,2013,2013-07-25 22:29:00,32.9505,-78.75867,26,82,SERFS,Day,20.71,36.28,NA,NA,2,31,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,2,0,0,1265,13960,0,0,0,0,0,0,0,3760,0,0,0,0,0,0,0,0,0,0,1750,0,0
2013-54,P05130355324,P05,2013,2013-07-25 22:36:00,32.95399,-78.7445,28,84,SERFS,Day,20.71,36.28,NA,NA,4,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1320,5790,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1190,0,0,0
2013-54,P05130356324,P05,2013,2013-07-25 22:39:00,32.95685,-78.7434,27,81,SERFS,Day,20.71,36.28,NA,NA,12,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,2,0,2785,19075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2525,0,1420,0
2013-55,P05130358324,P05,2013,2013-07-31 11:01:00,32.24743,-79.18338,47,89,SERFS,Day,19.18,36.22,NA,NA,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,1800,0,0,0,0,0,0,0,0,0,1400,0,0,0
2013-55,P05130359324,P05,2013,2013-07-31 11:05:00,32.25133,-79.1805,49,93,SERFS,Day,19.18,36.22,NA,NA,0,0,0,0,0,1,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1100,0,0,0,2550,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-55,P05130360324,P05,2013,2013-07-31 11:09:00,32.25649,-79.17617,50,97,SERFS,Day,19.18,36.22,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-55,P05130361324,P05,2013,2013-07-31 11:12:00,32.2595,-79.17417,49,102,SERFS,Day,19.18,36.22,NA,NA,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,900,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-55,P05130362324,P05,2013,2013-07-31 11:15:00,32.26283,-79.17333,50,106,SERFS,Day,19.18,36.22,NA,NA,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-55,P05130363324,P05,2013,2013-07-31 11:19:00,32.26516,-79.16983,50,111,SERFS,Day,19.18,36.22,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-56,P05130365324,P05,2013,2013-07-31 13:28:00,32.26823,-79.16773,47,89,SERFS,Day,19.32,36.23,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1535,0,0,0
2013-56,P05130366324,P05,2013,2013-07-31 13:32:00,32.27166,-79.16517,47,92,SERFS,Day,19.32,36.23,NA,NA,0,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,6155,3700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2665,0,0,0
2013-56,P05130367324,P05,2013,2013-07-31 13:35:00,32.275,-79.16233,49,99,SERFS,Day,19.32,36.23,NA,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-56,P05130368324,P05,2013,2013-07-31 13:41:00,32.27799,-79.15983,49,104,SERFS,Day,19.32,36.23,NA,NA,2,0,0,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,8,0,0,0,660,0,0,4140,0,0,0,0,0,0,0,0,0,4490,0,0,0,0,0,1470,0,0,0
